movieId,tag
99145,"21st century,boxing day,catastrophe,family vacation,separation from family,swept away,thailand,tidal wave,tsunami,brother-brother relationship,Intense ,real story,natural disaster,ocean,Thailand,family,real story,action,inspirational,touching,brother-brother relationship,father-son relationship,mother-son relationship,real story,tear jerker,tsunami,brother-brother relationship,catastrophe,natural disaster,real story,tom holland,Juan Antonio Bayona,natural disaster,tsunami,real story,real story,family,natural disaster,real story,Ewan McGregor,Juan Antonio Bayona,Naomi Watts,Natural Disaster,Survival,family,real story,brother-brother relationship,Christmas,death,disaster,father-son relationship,hospital,hotel,natural disaster,ocean,real story,reunion,Thailand,travel,tsunami,vacation,family,happy end,mother-son relationship,real story,searching,tsunami,ocean,real story,Thailand,tsunami,brother-brother relationship,father-son relationship,real story,tsunami,2000s,action,brother-brother relationship,Christmas,death,disaster,drama,Ewan McGregor,father-son relationship,Geraldine Chaplin,hospital,hotel,Juan Antonio Bayona,mother-son relationship,Naomi Watts,ocean,Ploy Jindachote,predictable,relationships,reunion,Thailand,thriller,Tom Holland,touching,travel,tsunami,vacation,water,real story"
99149,"great soundtrack,musical,19th century,army,arrest,barricade,brothel,convict,corpse,falling in love,france,french revolution,girl disguised as boy,mayor,musical,parole,rebellion,robbery,star,trip,wedding,musical,Russell Crowe's singing,Anne Hathaway,singing,depressing,musical,Hugh Jackman,cinematography,emotional,Amanda Seyfried,Anne Hathaway,France,french revolution,Helena Bonham Carter,historical,Hugh Jackman,musical,Oscar Nominee: Best Picture,Russell Crowe,Sacha Baron Cohen,Samantha Barks,Victor Hugo,Oscar Nominee: Best Picture,Oscar Nominee: Best Picture 2012,19th century,Anne Hathaway,France,great soundtrack,historical,Hugh Jackman,musical,revolution,Russell Crowe,Samantha Barks,singing,Victor Hugo,great soundtrack,Hugh Jackman,musical,Russell Crowe,19th century,based on a book,based on a play,France,great soundtrack,long,police,revolution,Victor Hugo,1800s,19th century,Anne Hathaway,Hugh Jackman,Russell Crowe,Victor Hugo,Oscar Nominee: Best Picture,Cast,Close-ups,Russell Crowe,blu-ray,mine,Anne Hathaway,France,French Revolution,Helena Bonham Carter,Hugh Jackman,musical,Russell Crowe,Russell Crowe's singing,Sacha Baron Cohen,Victor Hugo,MASSA_MUSICAL,TOT CANTAT,adapted from:book,based on a book,Helena Bonham Carter,musical,revolution,Victor Hugo,historical,musical,revolution,Anne Hathaway,Hugh Jackman,musical,Victor Hugo,Amanda Seyfried,Anne Hathaway,based on a book,Cast,Eddie Redmayne,great soundtrack,Helena Bonham Carter,historical,Hugh Jackman,musical,Oscar 2013,Oscar Nominee: Best Picture,revolution,Russell Crowe,Russell Crowe's singing,Victor Hugo,revolution,silvia,cinematography,musical,Anne Hathaway,emotional,revolution,Russell Crowe,Sacha Baron Cohen,singing,Victor Hugo,great soundtrack,musical,revolution,1800s,19th century,failed experiment,musical,Oscar winning,overrated,revolution,shaky camera,terrible cinematography,Tom Hooper,""singing by non-singers"" in The NYer 24/31 Dec 2012,adapted from:B'way,adapted from:book,author:Alain Boublil,author:Claude-Michel Schönberg,author:James Fenton,author:Jean-Marc Natel,author:Victor Hugo,screenwriter:William Nicholson,adapted from:book,Anne Hathaway,Hugh Jackman,musical,Russell Crowe,Aaron Tveit,Anne Hathaway,character driven,Eddie Redmayne,Helena Bonham Carter,Hugh Jackman,musical,revolution,Russell Crowe's singing,Sacha Baron Cohen,Samantha Barks,Victor Hugo,IMAX Digital only,IMAX DMR,character driven,great soundtrack,19th century,Anne Hathaway,France,Helena Bonham Carter,Hugh Jackman,Russell Crowe's singing,Victor Hugo,Thumping Soundtrack,Anne Hathaway,Close-ups,Hugh Jackman,musical,Russell Crowe,shaky camera,great soundtrack,Hugh Jackman,musical,Anne Hathaway,historical,musical,Anne Hathaway,great soundtrack,Hugh Jackman,musical,Russell Crowe,19th century,France,historical,singing,France,good acting,historical,musical,revolution,musical,musical,boring,cloying,musical,Victor Hugo,Anne Hathaway,based on a book,cinematography,Eddie Redmayne,emotional,Helena Bonham Carter,musical,Samantha Barks,1800s,19th century,Anne Hathaway,based on a book,France,Hugh Jackman,musical,singing,Victor Hugo,toplist12,19th century,based on a book,France,french revolution,historical,Hugh Jackman,revolution,strained,Anne Hathaway,cinematography,great soundtrack,Hugh Jackman,Russell Crowe's singing,Samantha Barks,shaky camera,Anne Hathaway,France,Hugh Jackman,musical,revolution,Russell Crowe,Samantha Barks,shaky camera,singing,Anne Hathaway,Hugh Jackman,musical,oscar (best supporting actress),Samantha Barks,great soundtrack,Hugh Jackman,Amanda Seyfried,Anne Hathaway,musical,powerful,19th century,France,historical,musical,revolution,singing,Russell Crowe's singing,Anne Hathaway,Hugh Jackman,Musical,Russell Crowe,Victor Hugo,19th century,Anne Hathaway,character driven,great soundtrack,musical,revolution"
99169,"exploitation,nazi exploitation film,video nasty,women in prison,exploitation,Nazis,WWII"
99173,"bullfighter,Britt Ekland,BD-R"
99178,"blackmail,dead boy,death,electrocution,gay director,grandparent grandchild relationship,high school,lightning,narration from grave,based on a book,divorce,high school,single parents,small town,writers,Chris Colfer,Rebel Wilson,adapted from:book,Chris Colfer,Rebel Wilson,genius,snarky"
99182,"independent film,shark,spring break,teenager,creature feature,sharks,boat,Florida,monster,relationships,spring break,survival,suspense,shark"
99191,"car crash,spirit,urban legend,horror anthology,forest,monster,short film,survival,twist ending,Urban Legend"
99210,texas ranger
99217,"1960s,country club,new jersey,rock band,David Chase,James Gandolfini,rock and roll,too long"
99220,"concert,musician,retired,classical music,comedy,aging,based on a play,classical music,directorial debut,musicians,classical music,musicians,british comedy,comedy,Dustin Hoffman,british comedy,comedy"
99222,"ax murder,electrocution,flame thrower,gore,holiday horror,killer santa claus,murder,serial killer,woodchipper,Christmas,nudity (topless)"
99246,"dragon,Alfred L. Werker,Hamilton Luske,Jack Cutting,Jack Kinney,Ub Iwerks,BD-R,DVD-Video,dragon,dragons"
99249,"homosexuality,independent film,lesbian relationship,propaganda,gender identity,MILITARY LIFE,training montage"
99251,"drugs,exploitation,independent film,murder,prostitution,sex,BD-Video,DVD-Video"
99258,"absurdist,based on comic,comic strip,cowboy,dream,mad scientist,superhero,Václav Vorlícek"
99260,christian
99270,"Hamilton MacFadden,Shirley Temple"
99273,"musical,ship,stowaway,Shirley Temple,William A. Seiter,BD-R"
99276,"battle,native american,orphan,Shirley Temple,Walter Lang,William A. Seiter"
99294,"blindness,hospital,iranian,religious fundamentalism,Majid Majidi"
99305,"duringcreditsstinger,guru,new age,quackery,self help guru,student,yoga,Netflix Finland,religion,social commentary,funny,satirical,witty"
99308,"versailles,based on manga"
99314,"gossip,ohio,BD-R,DVD-RAM"
99325,"lighthouse keeper   ,etaege,Geoffrey Rush"
99327,telephone call
99343,"nudity (topless),history,multilingual,nonlinear"
99345,"election,politics,etaege"
99347,"bomb,piano,robot"
99351,"post-apocalyptic,Betamax,DVD-Video"
99355,"emotional vulnerability,artist,death/fatality,photographer,suicide"
99364,"coming of age,humor"
99367,"christmas,family holiday,Christmas,desperate,family,holiday,romance,Christmas,Gay Character"
99371,"camp,singing,singing competition,summer camp,singing"
99373,"ballet dancer,dance group,street dance,woman director,Stereoscopic 3-D"
99380,"camp,cult film,post-apocalyptic"
99387,"consciousness,consciousness,DEATH OF A SPOUSE,independent film,meaning of love,race issues"
99395,"future,revolution,social commentary,future"
99397,"atmospheric,cock,set & costume design,atmospheric,cult,dark,dystopia,sci-fi"
99402,"animation,czechoslovakia,electric shock therapy,rotoscoping,surrealism"
99413,"dark comedy,zombie apocalypse,dark comedy,splatter,zombie,zombie apocalypse,dark comedy,zombie apocalypse"
99415,"children,chores,family,house,punishment"
99417,"woman director,BD-R"
99437,"nudity (topless),plottwist,weird,alternate reality,based on novel or book,cult film,drugs,invasion,Magnolia Pictures,mind altering drug,monster,multiple dimensions,out of body experience,portal,psychic,satire,silly,mind altering drugs,misleading title,nonlinear,surreal,silly,surreal,misleading title,silly,surreal,watch the credits,drugs,quotable,surreal,watch the credits,nonlinear,silly,surreal,mind altering drugs,nonlinear,parallel universe,surreal,quotable,nonlinear,silly,surreal,nonlinear,surreal,atmospheric,comedy,surreal,Clancy Brown,mind altering drugs,misleading title,nonlinear,parallel universe,surreal,bad plot. senseless,drugs,mind altering drugs,nonlinear,nonsensical,parallel universe,satire,silly,surreal,adapted from:book,author:David Wong,horror-comedy parody,book was better,watch the credits,surreal,drugs,mind altering drugs,misleading title,nonlinear,parallel universe,satire,surreal,bad plot. senseless,hard to follow,misleading title,nonlinear,silly,surreal,mind altering drugs,misleading title,nonlinear,parallel universe,silly,surreal,Low budget,parallel universe,silly,nonlinear,surreal,nonlinear,parallel universe,surreal,nonlinear,atmospheric,mind altering drugs,nonlinear,surreal,David Wong,Dark comedy,silly,surreal"
99439,fashion
99441,"3d,duringcreditsstinger,forest,human animal relationship,imax,rain,short,zoo,nature,IMAX 3-D,Stereoscopic 3-D,animals,imax,nature"
99444,"b movie,femme fatale"
99446,fashion
99452,"woman director,country music"
99468,"police,prison,rapist,serial rapist,wrongful arrest,Ken Burns,Manhattan,New York City,rape,wrongly accused,David McMahon,Ken Burns,Sarah Burns,BD-R"
99470,"sequel,serial killer,slasher,trap,escape,gore,masked killer,mercenary,party,sequel,serial killer,trap,btaege,escape,gore,masked killer,serial killer,trap,serial killer"
99487,"superhero,game,gore,James Remar,low budget,murder,Shadow is the only heroic character,superhero,unheroic heroes"
99495,Pablo Giorgelli
99497,based on a true story
99499,"drag,gay interest,intersex,intersexuality,psychotronic,sex,spy,terrorist,Betamax,camp,car chase,drag,explosions,gunfights,gymnastics,helicopter,horseback riding,horses,military,motorcycles,punk gang,revenge,romance subplot,secret agent,secret room,spy,theme song,unicorn motorcycle,unusual cast"
99502,"high school graduation,high school student,woman director,Amber Heard,drugs,high school,homosexuality,alcohol,bittersweet,suburbia,teenagers,understated"
99515,"army,british,burma,cult film,japanese,jungle,world war ii,Val Guest"
99517,"small town,storm,vaudeville"
99523,"burlesque,hideout,mother son,naivety,robbery,sham,vengeance,black comedy,France,French,French Film,black comedy"
99530,"based on manga,japanese culture,meiji period,samurai,anime,Japan,Japan,well transformed from manga to live action,anime,kenshin,samurai,Keishi Ohtomo,anime,Japan,samurai,anime based,hero,Japan,samuri,war"
99537,"memory,murder,time loop,memories,psychology,btaege"
99549,Comedy
99560,"false identity,falsely accused,french revolution,motherly love,prisoner,promise,prosecution,rescue,Jean-Paul Le Chanois,Technirama"
99562,"Lewis Milestone,BD-R"
99564,"runyonesque characters,unrequited love,etaege"
99570,"actor,biopic,film directing,long"
99574,"campaign,farmland,fracking,natural gas,salesman,small town,competition,environmental,small town,Corporate Greed,starz,disappointing ending,poverty,Corporate Greed,Ending,Fracking,Frances McDormand,John Krasinksi,Matt Damon,Oil & Gas,Rosemarie DeWitt,MTSKAF,Corporate Greed,countryside,great characters,Gus Van Sant"
99594,"england,prison,revenge,romance,teenage rebellion,england,prison,revenge"
99598,"british,BD-R"
99600,"breakdown,car crash,cult film,ghost,madness,reality,doppelganger"
99602,"independent film,etaege"
99607,"independent film,btaege,corruption,Natasha Lyonne,surreal"
99611,"british,pop music,BD-R"
99613,"cadet,gym,kiss,uniform,gay,shakespeare,gay,LGBTQ+,military academy,Musical,shakespeare,don't ask, don't tell,gay,minimalism,romeo and juliet,shakespeare"
99615,gay interest
99633,"based on tv series,british,blu-ray,mine,action,crime,noir thriller,action,crime,noir thriller"
99636,"classroom,foreign language,housewife,manhattan, new york city,speech,wedding,woman director,xenophobia,etaege,multilingual"
99638,"asteroid,punk band,Yoshihiro Nakamura,kengo kora,multiple stories,music,quirky,rock,etaegeshelf"
99640,"celebrity roast,roast,Joel Gallen"
99642,"kids and family,road trip,summer vacation,theme park,animated,anunation,based on tv show,talking animals"
99644,"Jim Swaffield,R. Kelly"
99659,"cattle baron,BD-R,might like"
99663,"hostage,rape,revenge,veteran,vietnam"
99665,Cautionary fable
99669,"morgue,necrophile,btaege"
99671,"fragment,João César Monteiro"
99673,Raoul Ruiz
99675,"woman director,Gabriela Pichler,immigrants,realistic,unemployment,working class,realistic"
99677,"woman director,etaege,boring,disjointed,no story,slow"
99687,"corruption,eco thriller,ecuador,epiphany,field agent,magnolia pictures,natural resources,water conflict,water purification,BD-R"
99689,"woman director,BD-R"
99691,"author,based on novel or book,closing time,cosmetics and hygiene,department store,door,fate,new love,parent child relationship,unexpected happiness,kitsch"
99695,"nudity (topless),dealer,drugs,money"
99706,"movie business,etaege"
99717,"engagement,great depression,male domination,new york city,pre-code,sexual exploitation,sexual harassment,BD-R"
99721,"aftercreditsstinger,chainsaw,duringcreditsstinger,gore,leatherface,sequel,slasher,Texas Chainsaw Massacre,Stereoscopic 3-D,remake,bad remake,remake,summer"
99724,"prison,woman director,drugs,jail movie,lgbt,prison,prison codes,sexual harassment,transgender,violence,wrongly convicted,Jason Mewes,Kristen Stewart,Tom Lister Jr."
99726,"new york,relationship,romantic entanglements,Jennifer Carpenter,main character is boring,story"
99728,"Emma Stone,Josh Brolin,Ryan Gosling,gangster,los angeles,Netflix Finland,Corny,corny narration,no character depth,gangsters,Action,Corny,enjoyable,Fun,Likeable cast,blu-ray,mine,action,gangsters,action,Emma Stone,enjoyable,gangsters,Likeable cast,no character depth,Ryan Gosling,Emma Stone,Ryan Gosling,Ruben Fleischer,Action,cops,Likeable cast,no character depth,terrible script,Emma Stone,period piece,Emma Stone,corny narration,no character depth,terrible script,gangsters,Ryan Gosling,Emma Stone,gangsters,Action,cops,Emma Stone,gangsters,Ryan Gosling,Sean Penn,Action,Emma Stone,gangsters"
99731,police officer
99733,"farm house,rose,writer"
99735,independent film
99739,"desert,duel,lizard,monster,remake,slavery,sword,tentacles,water shortage,well,action,Anthony De Longis,bad acting,bad dialogue,bad script,boring,David Carradine,desert,duel,duelling,empty,fantasy,female nudity,lizard,low budget,male nudity,monsters,pet,puppetry,Roger Corman,slavery,tentacles,well,Betamax,Roger Corman"
99741,"based on a book,blu-ray,mine,a list"
99744,"coming of age,cast"
99746,"grifter,incest,parole officer,paternity revealed,prison,revenge,sex,nudity (topless),grifter,incest,nudity (topless),parole officer,prison"
99750,"arrest,based on a true story,bombing,contract killer,crime family,crime syndicate,drug deal,hitman,ice cream man  ,jail,new jersey,poisoning,psychopath,restaurant,serial murder,stabbing,van,Michael Shannon,violence,assassin,violence,focus on the wrong parts of the book,btaege,hitman,twisted morale,violence,twisted morale,violence"
